Boardgame Players Assocition,,,,,,,,,,,,,,,,,,,
2018 WBC Schedule,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Schedule by Game,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Date,Day,Day Code,Time,Event Code,Event,Type,Round/Heat,Prize Level,Class,Format,Style,Duration,Location,GM,Category,,,,
7/24/18,Tuesday,Tu,8,,Registration,Registration,--,--,--,--,--,12,Stag Pass,"Gutermuth, Ken",--,,,,
7/25/18,Wednesday,We,8,,Registration,Registration,--,--,--,--,--,12,Stag Pass,"Gutermuth, Ken",--,,,,
7/26/18,Thursday,Th,8,,Registration,Registration,--,--,--,--,--,12,Stag Pass,"Gutermuth, Ken",--,,,,
7/27/18,Friday,Fr,8,,Registration,Registration,--,--,--,--,--,12,Stag Pass,"Gutermuth, Ken",--,,,,
7/28/18,Saturday,Sa,8,,Registration,Registration,--,--,--,--,--,14,Stag Pass,"Gutermuth, Ken",--,,,,
7/29/18,Sunday,Su,8,,Registration,Registration,--,--,--,--,--,6,Stag Pass,"Gutermuth, Ken",--,,,,
7/21/18,First Saturday,FSa,10,,Wargames for Eurogamers,Seminar,--,--,--,--,--,1,Sunburst,"Yaure, Chris",--,,,,
7/22/18,First Sunday,FSu,13,,"Condos, Chalets, & Cabins",Seminar,--,--,--,--,--,1,Snowflake,"Taggert, Jerry",--,,,,
7/24/18,Tuesday,Tu,13,,"Condos, Chalets, & Cabins",Seminar,--,--,--,--,--,1,Snowflake,"Taggert, Jerry",--,,,,
7/24/18,Tuesday,Tu,16,,ADMW Games,Seminar,--,--,--,--,--,1,Sunburst,"Day, Michael",--,,,,
7/25/18,Wednesday,We,17,,How to be the Ultimate Werewolf Moderator,Seminar,--,--,--,--,--,1,Sunburst,Hoffman & Buckwalter,--,,,,
7/26/18,Thursday,Th,19,,Game Design,Seminar,--,--,--,--,--,2,Snowflake,"Pulsipher, Lew",--,,,,
7/28/18,Saturday,Sa,10,,"Condos, Chalets, & Cabins",Seminar,--,--,--,--,--,1,Snowflake,"Taggert, Jerry",--,,,,
7/28/18,Saturday,Sa,13,,Game Design & the Boy Scouts Game Design Merit Badge,Seminar,--,--,--,--,--,1,Sunburst,"Bromley, Darwin",--,,,,
7/28/18,Saturday,Sa,22,,A World at War After Action Meeting,Seminar,--,--,--,--,--,3,Sunburst,"Harper, Bruce",--,,,,
7/20/18,First Friday,FFr,15,,Shuttle from Pittsburgh Airport ($25 per person),Services,--,--,--,--,--,2,Airport,Seven Springs,--,,,,
7/20/18,First Friday,FFr,20,,Shuttle from Pittsburgh Airport ($25 per person),Services,--,--,--,--,--,2,Airport,Seven Springs,--,,,,
7/20/18,First Friday,FFr,23,,Shuttle from Pittsburgh Airport ($25 per person),Services,--,--,--,--,--,2,Airport,Seven Springs,--,,,,
7/21/18,First Saturday,FSa,12,,Shuttle from Pittsburgh Airport ($25 per person),Services,--,--,--,--,--,2,Airport,Seven Springs,--,,,,
7/21/18,First Saturday,FSa,17,,Shuttle from Pittsburgh Airport ($25 per person),Services,--,--,--,--,--,2,Airport,Seven Springs,--,,,,
7/21/18,First Saturday,FSa,22,,Shuttle from Pittsburgh Airport ($25 per person),Services,--,--,--,--,--,2,Airport,Seven Springs,--,,,,
7/22/18,First Sunday,FSu,7,,Christian Worship Service,Services,--,--,--,--,--,1,Dogwood,"Petroski, Glenn",--,,,,
7/22/18,First Sunday,FSu,10,,Catholic Mass,Services,--,--,--,--,--,1,Sunburst,Seven Springs,--,,,,
7/22/18,First Sunday,FSu,11.5,,Catholic Mass,Services,--,--,--,--,--,1,Sunburst,Seven Springs,--,,,,
7/22/18,First Sunday,FSu,12,,Shuttle from Pittsburgh Airport ($25 per person),Services,--,--,--,--,--,2,Airport,Seven Springs,--,,,,
7/22/18,First Sunday,FSu,17,,Shuttle from Pittsburgh Airport ($25 per person),Services,--,--,--,--,--,2,Airport,Seven Springs,--,,,,
7/22/18,First Sunday,FSu,22,,Shuttle from Pittsburgh Airport ($25 per person),Services,--,--,--,--,--,2,Airport,Seven Springs,--,,,,
7/23/18,Monday,Mo,12,,Shuttle from Pittsburgh Airport ($25 per person),Services,--,--,--,--,--,2,Airport,Seven Springs,--,,,,
7/23/18,Monday,Mo,17,,Shuttle from Pittsburgh Airport ($25 per person),Services,--,--,--,--,--,2,Airport,Seven Springs,--,,,,
7/29/18,Sunday,Su,4,,Shuttle to Pittsburgh Airport ($25 per person),Services,--,--,--,--,--,2,Hotel Lobby,Seven Springs,--,,,,
7/29/18,Sunday,Su,7,,Christian Worship Service,Services,--,--,--,--,--,1,Dogwood,"Petroski, Glenn",--,,,,
7/29/18,Sunday,Su,9,,Shuttle to Pittsburgh Airport ($25 per person),Services,--,--,--,--,--,2,Hotel Lobby,Seven Springs,--,,,,
7/29/18,Sunday,Su,10,,Catholic Mass,Services,--,--,--,--,--,1,Sunburst,Seven Springs,--,,,,
7/29/18,Sunday,Su,11.5,,Catholic Mass,Services,--,--,--,--,--,1,Sunburst,Seven Springs,--,,,,
7/29/18,Sunday,Su,13,,Shuttle to Pittsburgh Airport ($25 per person),Services,--,--,--,--,--,2,Hotel Lobby,Seven Springs,--,,,,
7/29/18,Sunday,Su,16,,Shuttle to Pittsburgh Airport ($25 per person),Services,--,--,--,--,--,2,Hotel Lobby,Seven Springs,--,,,,
7/30/18,Second Monday,SMo,4,,Shuttle to Pittsburgh Airport ($25 per person),Services,--,--,--,--,--,2,Hotel Lobby,Seven Springs,--,,,,
7/30/18,Second Monday,SMo,10,,Shuttle to Pittsburgh Airport ($25 per person),Services,--,--,--,--,--,2,Hotel Lobby,Seven Springs,--,,,,
7/25/18,Wednesday,We,12,,Vendor Setup,Vendors,--,--,--,--,--,8,Fox Den,"Gutermuth, Ken",--,,,,
7/25/18,Wednesday,We,12,,Vendor Setup,Vendors,--,--,--,--,--,8,Timberstone,"Gutermuth, Ken",--,,,,
7/26/18,Thursday,Th,10,,Vendors,Vendors,--,--,--,--,--,8,Fox Den,"Gutermuth, Ken",--,,,,
7/26/18,Thursday,Th,10,,Vendors,Vendors,--,--,--,--,--,8,Timberstone,"Gutermuth, Ken",--,,,,
7/27/18,Friday,Fr,10,,Vendors,Vendors,--,--,--,--,--,8,Fox Den,"Gutermuth, Ken",--,,,,
7/27/18,Friday,Fr,10,,Vendors,Vendors,--,--,--,--,--,8,Timberstone,"Gutermuth, Ken",--,,,,
7/28/18,Saturday,Sa,10,,Vendors,Vendors,--,--,--,--,--,8,Fox Den,"Gutermuth, Ken",--,,,,
7/28/18,Saturday,Sa,10,,Vendors,Vendors,--,--,--,--,--,8,Timberstone,"Gutermuth, Ken",--,,,,
