Boardgame Players Assocition,,,,,,,,,,,,,,,,,,,
2018 WBC Schedule,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Schedule by Game,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Date,Day,Day Code,Time,Event Code,Event,Type,Round/Heat,Prize Level,Class,Format,Style,Duration,Location,GM,Category,,,,
7/21/18,First Saturday,FSa,20,MED,Medici,Tournament,H1/3,3,C,HMWG,Scheduled,1,Seasons,"Cornett, Jeff",Century,,,,
7/22/18,First Sunday,FSu,20,MED,Medici,Tournament,H2/3,3,C,HMWG,Scheduled,1,Seasons,"Cornett, Jeff",Century,,,,
7/25/18,Wednesday,We,9,MED,Medici,Tournament,H3/3,3,C,HMWG,Scheduled,1,Seasons,"Cornett, Jeff",Century,,,,
7/25/18,Wednesday,We,20,MED,Medici,Tournament,SF,3,C,HMWG,Scheduled,1,Seasons,"Cornett, Jeff",Century,,,,
7/25/18,Wednesday,We,21,MED,Medici,Tournament,F,3,C,HMWG,Scheduled,1,Laurel,"Cornett, Jeff",Century,,,,
7/26/18,Thursday,Th,20,M44,Memoir '44,Tournament,D1/1,--,--,--,--,1,Annex 3,"Edelston, Sam",Century,,,,
7/26/18,Thursday,Th,21,M44,Memoir '44,Tournament,R1M,6,B,SEM,Continuous,2,Festival,"Edelston, Sam",Century,,,,
7/27/18,Friday,Fr,9,M44,Memoir '44,Tournament,R1/6,6,B,SEM,Continuous,2,Maple,"Edelston, Sam",Century,,,,
7/27/18,Friday,Fr,11,M44,Memoir '44,Tournament,R2/6,6,B,SEM,Continuous,2,Maple,"Edelston, Sam",Century,,,,
7/27/18,Friday,Fr,13,M44,Memoir '44,Tournament,R3/6,6,B,SEM,Continuous,2,Maple,"Edelston, Sam",Century,,,,
7/27/18,Friday,Fr,15,M44,Memoir '44,Tournament,R4/6,6,B,SEM,Continuous,2,Maple,"Edelston, Sam",Century,,,,
7/27/18,Friday,Fr,17,M44,Memoir '44,Tournament,R5/6,6,B,SEM,Continuous,2,Maple,"Edelston, Sam",Century,,,,
7/27/18,Friday,Fr,19,M44,Memoir '44,Tournament,F,6,B,SEM,Continuous,2,Maple,"Edelston, Sam",Century,,,,
7/23/18,Monday,Mo,14,MOV,Merchant of Venus,Tournament,D1/1,--,--,--,--,1,Annex 3,"Irving, Richard",Century,,,,
7/23/18,Monday,Mo,16,MOV,Merchant of Venus,Tournament,H1/3,4,B,HMWG,Scheduled,3,Fox Den,"Irving, Richard",Century,,,,
7/25/18,Wednesday,We,9,MOV,Merchant of Venus,Tournament,H2/3,4,B,HMWG,Scheduled,3,Grand Ballroom,"Irving, Richard",Century,,,,
7/27/18,Friday,Fr,13,MOV,Merchant of Venus,Tournament,H3/3,4,B,HMWG,Scheduled,3,Grand Ballroom,"Irving, Richard",Century,,,,
7/28/18,Saturday,Sa,9,MOV,Merchant of Venus,Tournament,SF,4,B,HMWG,Scheduled,3,Grand Ballroom,"Irving, Richard",Century,,,,
7/28/18,Saturday,Sa,12,MOV,Merchant of Venus,Tournament,F,4,B,HMWG,Scheduled,3,Grand Ballroom,"Irving, Richard",Century,,,,
7/23/18,Monday,Mo,14,MCK,Metacheckers,Tournament,H1/3,1,C,HMSE,Scheduled,2,Chestnut,"Bond, Ed",Vendor,,,,
7/24/18,Tuesday,Tu,18,MCK,Metacheckers,Tournament,H2/3,1,C,HMSE,Scheduled,2,Chestnut,"Bond, Ed",Vendor,,,,
7/25/18,Wednesday,We,10,MCK,Metacheckers,Tournament,H3/3,1,C,HMSE,Scheduled,2,Chestnut,"Bond, Ed",Vendor,,,,
7/26/18,Thursday,Th,19,MCK,Metacheckers,Tournament,SF,1,C,HMSE,Scheduled,2,Chestnut,"Bond, Ed",Vendor,,,,
7/26/18,Thursday,Th,21,MCK,Metacheckers,Tournament,F,1,C,HMSE,Scheduled,2,Chestnut,"Bond, Ed",Vendor,,,,
7/24/18,Tuesday,Tu,16,MMW,Mr. Madison's War,Tournament,D1/1,--,--,--,--,1,Annex 5,"Stifler, Dave",Century,,,,
7/24/18,Tuesday,Tu,18,MMW,Mr. Madison's War,Tournament,R1M,4,B,SEM,Continuous,4,Festival,"Stifler, Dave",Century,,,,
7/25/18,Wednesday,We,9,MMW,Mr. Madison's War,Tournament,R1/6,4,B,SEM,Continuous,4,Festival,"Stifler, Dave",Century,,,,
7/25/18,Wednesday,We,13,MMW,Mr. Madison's War,Tournament,R2/6,4,B,SEM,Continuous,4,Festival,"Stifler, Dave",Century,,,,
7/25/18,Wednesday,We,17,MMW,Mr. Madison's War,Tournament,R3/6,4,B,SEM,Continuous,4,Festival,"Stifler, Dave",Century,,,,
7/25/18,Wednesday,We,21,MMW,Mr. Madison's War,Tournament,R4/6,4,B,SEM,Continuous,4,Festival,"Stifler, Dave",Century,,,,
7/26/18,Thursday,Th,9,MMW,Mr. Madison's War,Tournament,R5/6,4,B,SEM,Continuous,4,Festival,"Stifler, Dave",Century,,,,
7/26/18,Thursday,Th,13,MMW,Mr. Madison's War,Tournament,F,4,B,SEM,Continuous,4,Festival,"Stifler, Dave",Century,,,,
7/21/18,First Saturday,FSa,16,MMA,Monsters Menace America,Tournament,D1/1,--,--,--,--,1,Annex 6,"Love, Mark",Trial,,,,
7/21/18,First Saturday,FSa,18,MMA,Monsters Menace America,Tournament,H1/4,1,B,HMWG,Scheduled,3,Grand Ballroom,"Love, Mark",Trial,,,,
7/22/18,First Sunday,FSu,9,MMA,Monsters Menace America,Tournament,H2/4,1,B,HMWG,Scheduled,3,Grand Ballroom,"Love, Mark",Trial,,,,
7/26/18,Thursday,Th,12,MMA,Monsters Menace America,Tournament,H3/4,1,B,HMWG,Scheduled,3,Grand Ballroom,"Love, Mark",Trial,,,,
7/27/18,Friday,Fr,18,MMA,Monsters Menace America,Tournament,H4/4,1,B,HMWG,Scheduled,3,Grand Ballroom,"Love, Mark",Trial,,,,
7/28/18,Saturday,Sa,12,MMA,Monsters Menace America,Tournament,SF,1,B,HMWG,Scheduled,3,Grand Ballroom,"Love, Mark",Trial,,,,
7/28/18,Saturday,Sa,18,MMA,Monsters Menace America,Tournament,F,1,B,HMWG,Scheduled,3,Laurel,"Love, Mark",Trial,,,,
7/22/18,First Sunday,FSu,13,NW5,Napoleonic Wars 5-Player,Tournament,D1/1,--,--,--,--,1,Annex 4,"Williams, Gareth",Century,,,,
7/22/18,First Sunday,FSu,18,NW5,Napoleonic Wars 5-Player,Tournament,H1/3,6,B,HMWG,Scheduled,6,Rathskeller,"Williams, Gareth",Century,,,,
7/23/18,Monday,Mo,17,NW5,Napoleonic Wars 5-Player,Tournament,H2/3,6,B,HMWG,Scheduled,6,Rathskeller,"Williams, Gareth",Century,,,,
7/25/18,Wednesday,We,12,NW5,Napoleonic Wars 5-Player,Tournament,H3/3,6,B,HMWG,Scheduled,6,Rathskeller,"Williams, Gareth",Century,,,,
7/26/18,Thursday,Th,12,NW5,Napoleonic Wars 5-Player,Tournament,SF,6,B,HMWG,Scheduled,6,Rathskeller,"Williams, Gareth",Century,,,,
7/27/18,Friday,Fr,18,NW5,Napoleonic Wars 5-Player,Tournament,F,6,B,HMWG,Scheduled,6,Rathskeller,"Williams, Gareth",Century,,,,
7/24/18,Tuesday,Tu,17,NVW,Naval War,Tournament,D1/1,--,--,--,--,1,Annex 6,"Kramer, James",Sponsor,,,,
7/24/18,Tuesday,Tu,18,NVW,Naval War,Tournament,H1/3,1,B,HWO,Scheduled,3,Grand Ballroom,"Kramer, James",Sponsor,,,,
7/25/18,Wednesday,We,10,NVW,Naval War,Tournament,H2/3,1,B,HWO,Scheduled,3,Grand Ballroom,"Kramer, James",Sponsor,,,,
7/27/18,Friday,Fr,10,NVW,Naval War,Tournament,H3/3,1,B,HWO,Scheduled,3,Grand Ballroom,"Kramer, James",Sponsor,,,,
7/28/18,Saturday,Sa,17,NVW,Naval War,Tournament,SF,1,B,HWO,Scheduled,3,Alpine,"Kramer, James",Sponsor,,,,
7/28/18,Saturday,Sa,20,NVW,Naval War,Tournament,F,1,B,HWO,Scheduled,3,Alpine,"Kramer, James",Sponsor,,,,
7/26/18,Thursday,Th,15,NVG,Navegador,Tournament,D1/1,--,--,--,--,1,Annex 3,"Foasberg, Anni",Century,,,,
7/26/18,Thursday,Th,17,NVG,Navegador,Tournament,H1/3,3,B,HMW,Scheduled,2,Seasons,"Foasberg, Anni",Century,,,,
7/27/18,Friday,Fr,11,NVG,Navegador,Tournament,H2/3,3,B,HMW,Scheduled,2,Seasons,"Foasberg, Anni",Century,,,,
7/27/18,Friday,Fr,18,NVG,Navegador,Tournament,H3/3,3,B,HMW,Scheduled,2,Wintergreen,"Foasberg, Anni",Century,,,,
7/28/18,Saturday,Sa,9,NVG,Navegador,Tournament,SF,3,B,HMW,Scheduled,2,Wintergreen,"Foasberg, Anni",Century,,,,
7/28/18,Saturday,Sa,17,NVG,Navegador,Tournament,F,3,B,HMW,Scheduled,2,Laurel,"Foasberg, Anni",Century,,,,
7/23/18,Monday,Mo,21,ORL,Orleans,Tournament,D1/1,--,--,--,--,1,Annex 3,"Drummond, Andrew",Century,,,,
7/23/18,Monday,Mo,23,ORL,Orleans,Tournament,H1/3,3,B,HMWG,Scheduled,2,Seasons,"Drummond, Andrew",Century,,,,
7/26/18,Thursday,Th,15,ORL,Orleans,Tournament,H2/3,3,B,HMWG,Scheduled,2,Seasons,"Drummond, Andrew",Century,,,,
7/27/18,Friday,Fr,9,ORL,Orleans,Tournament,H3/3,3,B,HMWG,Scheduled,2,Seasons,"Drummond, Andrew",Century,,,,
7/28/18,Saturday,Sa,9,ORL,Orleans,Tournament,SF,3,B,HMWG,Scheduled,2,Laurel,"Drummond, Andrew",Century,,,,
7/28/18,Saturday,Sa,11,ORL,Orleans,Tournament,F,3,B,HMWG,Scheduled,2,Laurel,"Drummond, Andrew",Century,,,,
7/21/18,First Saturday,FSa,9,PZB,Panzerblitz,Tournament,R1/5,4,C,SwEl,Free Form,6,Festival,"Northey, Rick",Century,,,,
7/23/18,Monday,Mo,9,PZB,Panzerblitz,Tournament,R2/5,4,C,SwEl,Free Form,6,Festival,"Northey, Rick",Century,,,,
7/24/18,Tuesday,Tu,9,PZB,Panzerblitz,Tournament,R3/5,4,C,SwEl,Free Form,6,Festival,"Northey, Rick",Century,,,,
7/25/18,Wednesday,We,9,PZB,Panzerblitz,Tournament,R4/5,4,C,SwEl,Free Form,6,Festival,"Northey, Rick",Century,,,,
7/26/18,Thursday,Th,9,PZB,Panzerblitz,Tournament,R5/5,4,C,SwEl,Free Form,6,Festival,"Northey, Rick",Century,,,,
7/28/18,Saturday,Sa,9,PZB,Panzerblitz,Tournament,SF,4,C,SwEl,Free Form,6,Festival,"Northey, Rick",Century,,,,
7/28/18,Saturday,Sa,15,PZB,Panzerblitz,Tournament,F,4,C,SwEl,Free Form,6,Festival,"Northey, Rick",Century,,,,
7/21/18,First Saturday,FSa,15,POG,Paths of Glory,Tournament,R1M,6,A,SEM,Continuous,7,Foggy Goggle Rear,"Gregorio, Tom",Century,,,,
7/22/18,First Sunday,FSu,9,POG,Paths of Glory,Tournament,R1/6,6,A,SEM,Continuous,7,Foggy Goggle Rear,"Gregorio, Tom",Century,,,,
7/22/18,First Sunday,FSu,16,POG,Paths of Glory,Tournament,R2/6,6,A,SEM,Continuous,7,Foggy Goggle Rear,"Gregorio, Tom",Century,,,,
7/23/18,Monday,Mo,9,POG,Paths of Glory,Tournament,R3/6,6,A,SEM,Continuous,7,Foggy Goggle Rear,"Gregorio, Tom",Century,,,,
7/23/18,Monday,Mo,16,POG,Paths of Glory,Tournament,R4/6,6,A,SEM,Continuous,7,Foggy Goggle Rear,"Gregorio, Tom",Century,,,,
7/24/18,Tuesday,Tu,9,POG,Paths of Glory,Tournament,R5/6,6,A,SEM,Continuous,7,Foggy Goggle Rear,"Gregorio, Tom",Century,,,,
7/24/18,Tuesday,Tu,16,POG,Paths of Glory,Tournament,F,6,A,SEM,Continuous,7,Foggy Goggle Rear,"Gregorio, Tom",Century,,,,
7/25/18,Wednesday,We,12,PDT,Paydirt,Tournament,D1/1,--,--,--,--,1,Annex 4,"Pisarz, Ron",Vendor,,,,
7/25/18,Wednesday,We,13,PDT,Paydirt (AFC Team Draft),Tournament,H1/2,1,B,HMSE,Scheduled,1,Dogwood,"Pisarz, Ron",Vendor,,,,
7/25/18,Wednesday,We,14,PDT,Paydirt (AFC),Tournament,H1/2,1,B,HMSE,Scheduled,10,Chestnut,"Pisarz, Ron",Vendor,,,,
7/27/18,Friday,Fr,13,PDT,Paydirt (NFC Team Draft),Tournament,H2/2,1,B,HMSE,Scheduled,1,Dogwood,"Pisarz, Ron",Vendor,,,,
7/27/18,Friday,Fr,14,PDT,Paydirt (NFC),Tournament,H2/2,1,B,HMSE,Scheduled,10,Chestnut,"Pisarz, Ron",Vendor,,,,
7/28/18,Saturday,Sa,13,PDT,Paydirt,Tournament,F,1,B,HMSE,Scheduled,2,Chestnut,"Pisarz, Ron",Vendor,,,,
7/24/18,Tuesday,Tu,16,PER,Pericles: the Peloponnesian Wars,Tournament,D1/1,--,--,--,--,1,Annex 7,"Herman, Mark",Vendor,,,,
7/24/18,Tuesday,Tu,18,PER,Pericles: the Peloponnesian Wars,Tournament,R1/2,1,C,SwEl,Scheduled,3,Festival,"Herman, Mark",Vendor,,,,
7/26/18,Thursday,Th,9,PER,Pericles: the Peloponnesian Wars,Tournament,R2/2,1,C,SwEl,Scheduled,3,Festival,"Herman, Mark",Vendor,,,,
7/26/18,Thursday,Th,12,PER,Pericles: the Peloponnesian Wars,Tournament,SF,1,C,SwEl,Scheduled,3,Festival,"Herman, Mark",Vendor,,,,
7/26/18,Thursday,Th,15,PER,Pericles: the Peloponnesian Wars,Tournament,F,1,C,SwEl,Scheduled,3,Festival,"Herman, Mark",Vendor,,,,
7/23/18,Monday,Mo,17,PRC,Pirate's Cove,Tournament,D1/1,--,--,--,--,1,Annex 1,"Fisher, Jason",Century,,,,
7/23/18,Monday,Mo,19,PRC,Pirate's Cove,Tournament,H1/4,4,B,HMWG,Scheduled,2,Alpine,"Fisher, Jason",Century,,,,
7/25/18,Wednesday,We,9,PRC,Pirate's Cove,Tournament,H2/4,4,B,HMWG,Scheduled,2,Grand Ballroom,"Fisher, Jason",Century,,,,
7/26/18,Thursday,Th,17,PRC,Pirate's Cove,Tournament,H3/4,4,B,HMWG,Scheduled,2,Grand Ballroom,"Fisher, Jason",Century,,,,
7/28/18,Saturday,Sa,15,PRC,Pirate's Cove,Tournament,H4/4,4,B,HMWG,Scheduled,2,Grand Ballroom,"Fisher, Jason",Century,,,,
7/29/18,Sunday,Su,9,PRC,Pirate's Cove,Tournament,SF,4,B,HMWG,Scheduled,2,Grand Ballroom,"Fisher, Jason",Century,,,,
7/29/18,Sunday,Su,11,PRC,Pirate's Cove,Tournament,F,4,B,HMWG,Scheduled,2,Grand Ballroom,"Fisher, Jason",Century,,,,
7/26/18,Thursday,Th,9,PGD,Power Grid,Tournament,D1/1,--,--,--,--,1,Annex 1,"Broh-Kahn, Kevin",Century,,,,
7/26/18,Thursday,Th,11,PGD,Power Grid,Tournament,H1/3,5,B,HMW,Scheduled,3,Grand Ballroom,"Broh-Kahn, Kevin",Century,,,,
7/26/18,Thursday,Th,22,PGD,Power Grid,Tournament,H2/3,5,B,HMW,Scheduled,3,Foggy Goggle Front,"Broh-Kahn, Kevin",Century,,,,
7/27/18,Friday,Fr,17,PGD,Power Grid,Tournament,H3/3,5,B,HMW,Scheduled,3,Seasons,"Broh-Kahn, Kevin",Century,,,,
7/28/18,Saturday,Sa,12,PGD,Power Grid,Tournament,SF,5,B,HMW,Scheduled,3,Seasons,"Broh-Kahn, Kevin",Century,,,,
7/28/18,Saturday,Sa,15,PGD,Power Grid,Tournament,F,5,B,HMW,Scheduled,3,Laurel,"Broh-Kahn, Kevin",Century,,,,
7/26/18,Thursday,Th,22,PGF,Pro Golf,Tournament,D1/1,--,--,--,--,1,Annex 1,"Monnin, Bruce",Trial,,,,
7/26/18,Thursday,Th,23,PGF,Pro Golf,Tournament,R1/2,1,B,SE,Late Night,2,Snowflake,"Monnin, Bruce",Trial,,,,
7/27/18,Friday,Fr,1,PGF,Pro Golf,Tournament,F,1,B,SE,Late Night,2,Snowflake,"Monnin, Bruce",Trial,,,,
7/25/18,Wednesday,We,18,PRO,Puerto Rico,Tournament,D1/1,--,--,--,--,1,Annex 4,"Shay, Richard",Century,,,,
7/26/18,Thursday,Th,19,PRO,Puerto Rico,Tournament,H1/3,4,B,HMW,Scheduled,2,Wintergreen,"Shay, Richard",Century,,,,
7/27/18,Friday,Fr,20,PRO,Puerto Rico,Tournament,H2/3,4,B,HMW,Scheduled,2,Wintergreen,"Shay, Richard",Century,,,,
7/28/18,Saturday,Sa,15,PRO,Puerto Rico,Tournament,H3/3,4,B,HMW,Scheduled,2,Seasons,"Shay, Richard",Century,,,,
7/28/18,Saturday,Sa,20,PRO,Puerto Rico,Tournament,SF,4,B,HMW,Scheduled,2,Wintergreen,"Shay, Richard",Century,,,,
7/29/18,Sunday,Su,9,PRO,Puerto Rico,Tournament,F,4,B,HMW,Scheduled,2,Wintergreen,"Shay, Richard",Century,,,,
7/24/18,Tuesday,Tu,20,RA!,Ra!,Tournament,D1/1,--,--,--,--,1,Annex 5,"Scott, Steve",Century,,,,
7/21/18,First Saturday,FSa,21,RA!,Ra!,Tournament,H1/4,5,B,HMWG,Scheduled,2,Grand Ballroom,"Scott, Steve",Century,,,,
7/23/18,Monday,Mo,21,RA!,Ra!,Tournament,H2/4,5,B,HMWG,Scheduled,2,Alpine,"Scott, Steve",Century,,,,
7/24/18,Tuesday,Tu,21,RA!,Ra!,Tournament,H3/4,5,B,HMWG,Scheduled,2,Grand Ballroom,"Scott, Steve",Century,,,,
7/25/18,Wednesday,We,9,RA!,Ra!,Tournament,H4/4,5,B,HMWG,Scheduled,2,Grand Ballroom,"Scott, Steve",Century,,,,
7/26/18,Thursday,Th,21,RA!,Ra!,Tournament,SF,5,B,HMWG,Scheduled,2,Grand Ballroom,"Scott, Steve",Century,,,,
7/26/18,Thursday,Th,23,RA!,Ra!,Tournament,F,5,B,HMWG,Scheduled,2,Grand Ballroom,"Scott, Steve",Century,,,,
7/23/18,Monday,Mo,13,RDG,Ra: The Dice Game,Tournament,D1/4,--,--,--,--,1,Annex 1,"Kilroy, Rob",Century,,,,
7/24/18,Tuesday,Tu,18,RDG,Ra: The Dice Game,Tournament,D2/4,--,--,--,--,1,Annex 3,"Kilroy, Rob",Century,,,,
7/26/18,Thursday,Th,15,RDG,Ra: The Dice Game,Tournament,D3/4,--,--,--,--,1,Annex 1,"Kilroy, Rob",Century,,,,
7/28/18,Saturday,Sa,11,RDG,Ra: The Dice Game,Tournament,D4/4,--,--,--,--,1,Annex 1,"Kilroy, Rob",Century,,,,
7/25/18,Wednesday,We,15,RDG,Ra: The Dice Game,Tournament,H1/4,3,B,HSW,Scheduled,1,Seasons,"Kilroy, Rob",Century,,,,
7/26/18,Thursday,Th,9,RDG,Ra: The Dice Game,Tournament,H2/4,3,B,HSW,Scheduled,1,Seasons,"Kilroy, Rob",Century,,,,
7/27/18,Friday,Fr,11,RDG,Ra: The Dice Game,Tournament,H3/4,3,B,HSW,Scheduled,1,Seasons,"Kilroy, Rob",Century,,,,
7/28/18,Saturday,Sa,12,RDG,Ra: The Dice Game,Tournament,H4/4,3,B,HSW,Scheduled,1,Seasons,"Kilroy, Rob",Century,,,,
7/28/18,Saturday,Sa,15,RDG,Ra: The Dice Game,Tournament,QF,3,B,HSW,Scheduled,1,Seasons,"Kilroy, Rob",Century,,,,
7/28/18,Saturday,Sa,16,RDG,Ra: The Dice Game,Tournament,SF,3,B,HSW,Scheduled,1,Seasons,"Kilroy, Rob",Century,,,,
7/28/18,Saturday,Sa,17,RDG,Ra: The Dice Game,Tournament,F,3,B,HSW,Scheduled,1,Seasons,"Kilroy, Rob",Century,,,,
7/27/18,Friday,Fr,13,RFG,Race for the Galaxy,Tournament,D1/1,--,--,--,--,1,Annex 3,"Guttag, Eric",Trial,,,,
7/27/18,Friday,Fr,15,RFG,Race for the Galaxy,Tournament,H1/4,1,B,HMWG,Continuous,1,First Tracks Poolside,"Guttag, Eric",Trial,,,,
7/27/18,Friday,Fr,16,RFG,Race for the Galaxy,Tournament,H2/4,1,B,HMWG,Continuous,1,First Tracks Poolside,"Guttag, Eric",Trial,,,,
7/27/18,Friday,Fr,17,RFG,Race for the Galaxy,Tournament,H3/4,1,B,HMWG,Continuous,1,First Tracks Poolside,"Guttag, Eric",Trial,,,,
7/27/18,Friday,Fr,18,RFG,Race for the Galaxy,Tournament,H4/4,1,B,HMWG,Continuous,1,First Tracks Poolside,"Guttag, Eric",Trial,,,,
7/27/18,Friday,Fr,19,RFG,Race for the Galaxy,Tournament,SF,1,B,HMWG,Continuous,2,First Tracks Poolside,"Guttag, Eric",Trial,,,,
7/27/18,Friday,Fr,21,RFG,Race for the Galaxy,Tournament,F,1,B,HMWG,Continuous,2,First Tracks Poolside,"Guttag, Eric",Trial,,,,
7/21/18,First Saturday,FSa,15,RBN,Rail Baron,Tournament,D1/1,--,--,--,--,1,Annex 5,"Bromley, Trella",Century,,,,
7/21/18,First Saturday,FSa,16,RBN,Rail Baron,Tournament,H1/3,4,B,HMWG,Scheduled,5,Wintergreen,"Bromley, Trella",Century,,,,
7/23/18,Monday,Mo,17,RBN,Rail Baron,Tournament,H2/3,4,B,HMWG,Scheduled,5,Wintergreen,"Bromley, Trella",Century,,,,
7/25/18,Wednesday,We,9,RBN,Rail Baron,Tournament,H3/3,4,B,HMWG,Scheduled,5,Wintergreen,"Bromley, Trella",Century,,,,
7/25/18,Wednesday,We,14,RBN,Rail Baron,Tournament,SF,4,B,HMWG,Scheduled,5,Laurel,"Bromley, Trella",Century,,,,
7/25/18,Wednesday,We,19,RBN,Rail Baron,Tournament,F,4,B,HMWG,Scheduled,5,Laurel,"Bromley, Trella",Century,,,,
7/25/18,Wednesday,We,16,ROW,Railways of the World,Tournament,D1/1,--,--,--,--,1,Annex 2,"LeBoeuf, Pierre",Trial,,,,
7/25/18,Wednesday,We,18,ROW,Railways of the World,Tournament,H1/2,1,B,HMWG,Scheduled,3,Grand Ballroom,"LeBoeuf, Pierre",Trial,,,,
7/25/18,Wednesday,We,21,ROW,Railways of the World,Tournament,H2/2,1,B,HMWG,Scheduled,3,Alpine,"LeBoeuf, Pierre",Trial,,,,
7/26/18,Thursday,Th,15,ROW,Railways of the World,Tournament,SF,1,B,HMWG,Scheduled,3,Alpine,"LeBoeuf, Pierre",Trial,,,,
7/26/18,Thursday,Th,19,ROW,Railways of the World,Tournament,F,1,B,HMWG,Scheduled,3,Laurel,"LeBoeuf, Pierre",Trial,,,,
7/23/18,Monday,Mo,17,ROR,Republic of Rome,Tournament,D1/2,--,--,--,--,1,Annex 2,"McNally, Frank",Sponsor,,,,
7/25/18,Wednesday,We,17,ROR,Republic of Rome,Tournament,D2/2,--,--,--,--,1,Annex 6,"McNally, Frank",Sponsor,,,,
7/23/18,Monday,Mo,18,ROR,Republic of Rome,Tournament,H1/3,1,B,HMWG,Scheduled,6,Alpine,"McNally, Frank",Sponsor,,,,
7/25/18,Wednesday,We,18,ROR,Republic of Rome,Tournament,H2/3,1,B,HMWG,Scheduled,6,Rathskeller,"McNally, Frank",Sponsor,,,,
7/26/18,Thursday,Th,18,ROR,Republic of Rome,Tournament,H3/3,1,B,HMWG,Scheduled,6,Rathskeller,"McNally, Frank",Sponsor,,,,
7/27/18,Friday,Fr,18,ROR,Republic of Rome,Tournament,F,1,B,HMWG,Scheduled,6,Laurel,"McNally, Frank",Sponsor,,,,
7/22/18,First Sunday,FSu,9,RRY,Robo Rally,Tournament,D1/1,--,--,--,--,1,Annex 5,"Houde, Marc",Century,,,,
7/22/18,First Sunday,FSu,10,RRY,Robo Rally,Tournament,H1/3,6,B,HWO,Scheduled,3,Grand Ballroom,"Houde, Marc",Century,,,,
7/25/18,Wednesday,We,19,RRY,Robo Rally,Tournament,H2/3,6,B,HWO,Scheduled,3,Grand Ballroom,"Houde, Marc",Century,,,,
7/26/18,Thursday,Th,17,RRY,Robo Rally,Tournament,H3/3,6,B,HWO,Scheduled,3,Grand Ballroom,"Houde, Marc",Century,,,,
7/27/18,Friday,Fr,15,RRY,Robo Rally,Tournament,SF,6,B,HWO,Scheduled,3,Grand Ballroom,"Houde, Marc",Century,,,,
7/28/18,Saturday,Sa,17,RRY,Robo Rally,Tournament,F,6,B,HWO,Scheduled,3,Laurel,"Houde, Marc",Century,,,,
7/25/18,Wednesday,We,13,RGD,Roll for the Galaxy,Tournament,D1/1,--,--,--,--,1,Annex 2,"Trader, Craig",Trial,,,,
7/25/18,Wednesday,We,15,RGD,Roll for the Galaxy,Tournament,H1/4,1,B,HMWG,Scheduled,1,Grand Ballroom,"Trader, Craig",Trial,,,,
7/25/18,Wednesday,We,16,RGD,Roll for the Galaxy,Tournament,H2/4,1,B,HMWG,Scheduled,1,Grand Ballroom,"Trader, Craig",Trial,,,,
7/26/18,Thursday,Th,9,RGD,Roll for the Galaxy,Tournament,H3/4,1,B,HMWG,Scheduled,1,Grand Ballroom,"Trader, Craig",Trial,,,,
7/26/18,Thursday,Th,10,RGD,Roll for the Galaxy,Tournament,H4/4,1,B,HMWG,Scheduled,1,Grand Ballroom,"Trader, Craig",Trial,,,,
7/26/18,Thursday,Th,14,RGD,Roll for the Galaxy,Tournament,SF,1,B,HMWG,Scheduled,1,Grand Ballroom,"Trader, Craig",Trial,,,,
7/26/18,Thursday,Th,15,RGD,Roll for the Galaxy,Tournament,F,1,B,HMWG,Scheduled,1,Grand Ballroom,"Trader, Craig",Trial,,,,
7/23/18,Monday,Mo,15,RRR,Russian Railroads,Tournament,D1/1,--,--,--,--,1,Annex 1,"Farrow, Dan",Century,,,,
7/23/18,Monday,Mo,17,RRR,Russian Railroads,Tournament,H1/2,3,B,HMWG,Scheduled,2,Foggy Goggle Front,"Farrow, Dan",Century,,,,
7/25/18,Wednesday,We,15,RRR,Russian Railroads,Tournament,H2/2,3,B,HMWG,Scheduled,2,Seasons,"Farrow, Dan",Century,,,,
7/26/18,Thursday,Th,15,RRR,Russian Railroads,Tournament,SF,3,B,HMWG,Scheduled,2,Laurel,"Farrow, Dan",Century,,,,
7/26/18,Thursday,Th,17,RRR,Russian Railroads,Tournament,F,3,B,HMWG,Scheduled,2,Laurel,"Farrow, Dan",Century,,,,
7/22/18,First Sunday,FSu,19,SPG,Saint Petersburg,Tournament,D1/1,--,--,--,--,1,Annex 3,"Rule, Amy",Century,,,,
7/22/18,First Sunday,FSu,21,SPG,Saint Petersburg,Tournament,H1/4,4,B,HMWG,Scheduled,2,Seasons,"Rule, Amy",Century,,,,
7/23/18,Monday,Mo,15,SPG,Saint Petersburg,Tournament,H2/4,4,B,HMWG,Scheduled,2,Wintergreen,"Rule, Amy",Century,,,,
7/25/18,Wednesday,We,13,SPG,Saint Petersburg,Tournament,H3/4,4,B,HMWG,Scheduled,2,Seasons,"Rule, Amy",Century,,,,
7/26/18,Thursday,Th,9,SPG,Saint Petersburg,Tournament,H4/4,4,B,HMWG,Scheduled,2,Seasons,"Rule, Amy",Century,,,,
7/27/18,Friday,Fr,15,SPG,Saint Petersburg,Tournament,SF,4,B,HMWG,Scheduled,2,Seasons,"Rule, Amy",Century,,,,
7/27/18,Friday,Fr,17,SPG,Saint Petersburg,Tournament,F,4,B,HMWG,Scheduled,2,Laurel,"Rule, Amy",Century,,,,
